sample_id,GENE,PRODUCT,RESISTANCE,country,%COVERAGE,%IDENTITY
ERR12916299,mecA,PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA,METHICILLIN,Tanzania,100.0,100.0
ERR12916299,tet(K),tetracycline efflux MFS transporter Tet(K),TETRACYCLINE,Tanzania,100.0,99.56
ERR12916299,erm(C),23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C),MACROLIDE,Tanzania,100.0,100.0
ERR12916299,aph(2'')-Ih,aminoglycoside O-phosphotransferase APH(2'')-Ih,AMIKACIN;GENTAMICIN;KANAMYCIN;TOBRAMYCIN,Tanzania,89.15,82.43
ERR12916299,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Tanzania,100.0,95.54
ERR12916299,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Tanzania,100.0,93.0
ERR12916299,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Tanzania,100.0,96.93
ERR12916299,fosB-Saur,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,FOSFOMYCIN,Tanzania,100.0,99.29
ERR12916300,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Tanzania,100.0,98.42
ERR12916300,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Tanzania,100.0,97.27
ERR12916300,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Tanzania,100.0,100.0
ERR12916300,fosB-Saur,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,FOSFOMYCIN,Tanzania,100.0,99.05
ERR12916300,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Tanzania,100.0,99.78
ERR1764887,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,98.08
ERR1764887,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Kenya,100.0,100.0
ERR1764887,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,95.28
ERR1764887,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,92.89
ERR1764887,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,96.45
ERR1764889,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,100.0
ERR1764889,fosB-Saur,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,FOSFOMYCIN,Kenya,100.0,98.81
ERR1764890,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,100.0
ERR1764890,fosB-Saur,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,FOSFOMYCIN,Kenya,100.0,98.81
ERR1764892,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,100.0
ERR1764892,fosB-Saur,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,FOSFOMYCIN,Kenya,100.0,98.81
ERR1764893,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,96.45
ERR1764893,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,92.95
ERR1764893,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,95.54
ERR1764893,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,99.33
ERR1764895,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,100.0
ERR1764895,fosB-Saur,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,FOSFOMYCIN,Kenya,100.0,98.81
ERR1764896,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Kenya,100.0,100.0
ERR1764896,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,98.37
ERR1764896,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,98.42
ERR1764896,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,97.27
ERR1764896,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,99.88
ERR1764897,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,98.37
ERR1764897,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,98.42
ERR1764897,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,97.27
ERR1764897,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,99.88
ERR1764897,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Kenya,100.0,100.0
ERR1764898,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,98.3
ERR1764899,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,98.3
ERR1764901,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,98.42
ERR1764901,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,97.27
ERR1764901,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,99.88
ERR1764901,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,98.37
ERR1764903,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,99.19
ERR1764903,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,96.69
ERR1764903,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,92.61
ERR1764903,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,95.01
ERR1764904,fosB-Saur,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,FOSFOMYCIN,Kenya,100.0,99.76
ERR1764904,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Kenya,100.0,100.0
ERR1764904,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,100.0
ERR1764904,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,96.69
ERR1764904,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,92.61
ERR1764904,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,95.01
ERR1764905,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,100.0
ERR1764905,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Kenya,100.0,100.0
ERR1764905,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,100.0
ERR1764905,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,99.94
ERR1764905,blaPC1,BlaZ family penicillin-hydrolyzing class A beta-lactamase PC1,BETA-LACTAM,Kenya,100.0,99.41
ERR1764905,fosB-Saur,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,FOSFOMYCIN,Kenya,100.0,100.0
ERR1764906,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,99.78
ERR1764906,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,98.42
ERR1764906,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,97.27
ERR1764906,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,100.0
ERR1764907,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,99.78
ERR1764907,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,98.42
ERR1764907,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,97.27
ERR1764907,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,100.0
ERR1764908,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,98.42
ERR1764908,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,97.27
ERR1764908,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,99.88
ERR1764908,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,98.37
ERR1764909,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Kenya,100.0,100.0
ERR1764909,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,99.88
ERR1764909,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,97.27
ERR1764909,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,98.42
ERR1764909,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,98.37
ERR1764910,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,98.37
ERR1764910,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Kenya,100.0,100.0
ERR1764910,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,99.88
ERR1764910,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,97.27
ERR1764910,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,98.42
ERR1764911,erm(A),23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A),MACROLIDE,Kenya,100.0,100.0
ERR1764911,ant(9)-Ia,aminoglycoside nucleotidyltransferase ANT(9)-Ia,SPECTINOMYCIN,Kenya,100.0,99.87
ERR1764911,tet(M),tetracycline resistance ribosomal protection protein Tet(M),TETRACYCLINE,Kenya,100.0,100.0
ERR1764911,mecA,PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA,METHICILLIN,Kenya,100.0,99.9
ERR1764911,mecR1,beta-lactam sensor/signal transducer MecR1,METHICILLIN,Kenya,100.0,100.0
ERR1764911,mecI_of_mecA,mecA-type methicillin resistance repressor MecI,METHICILLIN,Kenya,100.0,99.73
ERR1764911,fosB-Saur,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,FOSFOMYCIN,Kenya,100.0,99.76
ERR1764911,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,100.0
ERR1764911,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,99.94
ERR1764911,blaPC1,BlaZ family penicillin-hydrolyzing class A beta-lactamase PC1,BETA-LACTAM,Kenya,100.0,99.41
ERR1764911,tet(K),tetracycline efflux MFS transporter Tet(K),TETRACYCLINE,Kenya,100.0,100.0
ERR1764911,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Kenya,100.0,100.0
ERR1764911,aph(2'')-Ih,aminoglycoside O-phosphotransferase APH(2'')-Ih,AMIKACIN;GENTAMICIN;KANAMYCIN;TOBRAMYCIN,Kenya,89.15,82.43
ERR1764911,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,100.0
ERR1764912,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,98.37
ERR1764912,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,98.42
ERR1764912,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,97.27
ERR1764912,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,99.88
ERR1764912,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Kenya,100.0,100.0
ERR1764915,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,98.94
ERR1764915,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Kenya,100.0,100.0
ERR1764915,tet(K),tetracycline efflux MFS transporter Tet(K),TETRACYCLINE,Kenya,100.0,100.0
ERR1764915,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,98.42
ERR1764915,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,100.0
ERR1764916,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,99.48
ERR1764916,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,100.0
ERR1764916,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,99.94
ERR1764916,blaPC1,BlaZ family penicillin-hydrolyzing class A beta-lactamase PC1,BETA-LACTAM,Kenya,100.0,99.41
ERR1764917,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,98.37
ERR1764917,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,98.42
ERR1764917,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,97.27
ERR1764917,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,99.88
ERR1764917,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Kenya,100.0,100.0
ERR1764918,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,99.48
ERR1764918,blaPC1,BlaZ family penicillin-hydrolyzing class A beta-lactamase PC1,BETA-LACTAM,Kenya,100.0,99.41
ERR1764918,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,99.94
ERR1764918,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,100.0
ERR1764919,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,99.19
ERR1764919,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,95.01
ERR1764919,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,92.61
ERR1764919,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,96.69
ERR1764920,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,99.48
ERR1764920,tet(M),tetracycline resistance ribosomal protection protein Tet(M),TETRACYCLINE,Kenya,100.0,99.84
ERR1764920,mecA,PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA,METHICILLIN,Kenya,100.0,100.0
ERR1764920,blaPC1,BlaZ family penicillin-hydrolyzing class A beta-lactamase PC1,BETA-LACTAM,Kenya,100.0,99.41
ERR1764920,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,99.94
ERR1764920,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,99.74
ERR1764920,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Kenya,100.0,100.0
ERR1764921,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Kenya,100.0,100.0
ERR1764921,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,99.88
ERR1764921,tet(K),tetracycline efflux MFS transporter Tet(K),TETRACYCLINE,Kenya,100.0,100.0
ERR1764921,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,98.42
ERR1764921,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,100.0
ERR1764922,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,99.56
ERR1764922,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,98.42
ERR1764922,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,97.27
ERR1764922,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,100.0
ERR1764922,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Kenya,100.0,100.0
ERR1764923,blaPC1,BlaZ family penicillin-hydrolyzing class A beta-lactamase PC1,BETA-LACTAM,Kenya,100.0,99.41
ERR1764923,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,99.94
ERR1764923,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,100.0
ERR1764923,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,100.0
ERR1764923,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Kenya,100.0,100.0
ERR1764923,fosB-Saur,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,FOSFOMYCIN,Kenya,100.0,100.0
ERR1764924,blaPC1,BlaZ family penicillin-hydrolyzing class A beta-lactamase PC1,BETA-LACTAM,Kenya,100.0,99.41
ERR1764924,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,99.94
ERR1764924,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,100.0
ERR1764924,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,100.0
ERR1764924,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Kenya,100.0,100.0
ERR1764924,fosB-Saur,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,FOSFOMYCIN,Kenya,100.0,100.0
ERR1764925,blaPC1,BlaZ family penicillin-hydrolyzing class A beta-lactamase PC1,BETA-LACTAM,Kenya,100.0,99.41
ERR1764925,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,99.94
ERR1764925,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,100.0
ERR1764925,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,100.0
ERR1764925,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Kenya,100.0,100.0
ERR1764925,fosB-Saur,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,FOSFOMYCIN,Kenya,100.0,100.0
ERR1764926,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Kenya,100.0,100.0
ERR1764926,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,100.0
ERR1764926,blaPC1,BlaZ family penicillin-hydrolyzing class A beta-lactamase PC1,BETA-LACTAM,Kenya,100.0,99.41
ERR1764926,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,99.89
ERR1764926,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,100.0
ERR1764927,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,99.19
ERR1764927,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,95.01
ERR1764927,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,92.61
ERR1764927,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,96.69
ERR1764927,dfrC,trimethoprim-resistant dihydrofolate reductase DfrC,TRIMETHOPRIM,Kenya,100.0,98.97
ERR1764927,aph(2'')-Ih,aminoglycoside O-phosphotransferase APH(2'')-Ih,AMIKACIN;GENTAMICIN;KANAMYCIN;TOBRAMYCIN,Kenya,89.15,82.43
ERR1764928,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,98.37
ERR1764928,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,99.88
ERR1764928,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,97.27
ERR1764928,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,98.42
ERR1764928,tet(K),tetracycline efflux MFS transporter Tet(K),TETRACYCLINE,Kenya,100.0,100.0
ERR1764929,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,99.19
ERR1764929,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,96.69
ERR1764929,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,92.61
ERR1764929,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,95.01
ERR1764930,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,100.0
ERR1764930,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,97.27
ERR1764930,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,98.42
ERR1764930,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,99.78
ERR1764931,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,98.37
ERR1764931,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,98.42
ERR1764931,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,97.27
ERR1764931,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,99.88
ERR1764931,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Kenya,100.0,100.0
ERR1764932,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Kenya,100.0,100.0
ERR1764932,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,100.0
ERR1764932,tet(K),tetracycline efflux MFS transporter Tet(K),TETRACYCLINE,Kenya,100.0,100.0
ERR1764932,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,100.0
ERR1764932,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,99.89
ERR1764932,blaPC1,BlaZ family penicillin-hydrolyzing class A beta-lactamase PC1,BETA-LACTAM,Kenya,100.0,99.41
ERR1764933,fosB-Saur,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,FOSFOMYCIN,Kenya,100.0,100.0
ERR1764933,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,99.93
ERR1764933,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,100.0
ERR1764933,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,99.94
ERR1764933,blaPC1,BlaZ family penicillin-hydrolyzing class A beta-lactamase PC1,BETA-LACTAM,Kenya,100.0,99.41
ERR1764933,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Kenya,100.0,100.0
ERR1764934,blaPC1,BlaZ family penicillin-hydrolyzing class A beta-lactamase PC1,BETA-LACTAM,Kenya,100.0,99.41
ERR1764934,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,99.94
ERR1764934,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,100.0
ERR1764934,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,100.0
ERR1764934,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Kenya,100.0,100.0
ERR1764934,tet(K),tetracycline efflux MFS transporter Tet(K),TETRACYCLINE,Kenya,100.0,100.0
ERR1764934,fosB-Saur,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,FOSFOMYCIN,Kenya,100.0,100.0
ERR1764935,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,100.0
ERR1764935,fosB-Saur,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,FOSFOMYCIN,Kenya,100.0,99.29
ERR1764935,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Kenya,100.0,100.0
ERR1764935,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,95.54
ERR1764935,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,92.89
ERR1764935,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,96.57
ERR1764936,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,98.3
ERR1764936,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,96.06
ERR1764936,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,94.71
ERR1764936,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,95.63
ERR1764937,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,100.0
ERR1764937,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,99.88
ERR1764937,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,97.27
ERR1764937,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,98.42
ERR1764938,dfrG,trimethoprim-resistant dihydrofolate reductase DfrG,TRIMETHOPRIM,Kenya,100.0,100.0
ERR1764938,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,100.0
ERR1764938,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,98.42
ERR1764938,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,97.21
ERR1764938,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,100.0
ERR1764938,erm(C),23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C),MACROLIDE,Kenya,100.0,99.86
ERR1764938,fosB-Saur,FosB1/FosB3 family fosfomycin resistance bacillithiol transferase,FOSFOMYCIN,Kenya,100.0,100.0
ERR1764939,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,95.54
ERR1764939,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,92.95
ERR1764939,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,96.45
ERR1764939,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,99.26
ERR1764940,blaI_of_Z,penicillinase repressor BlaI,BETA-LACTAM,Kenya,100.0,98.42
ERR1764940,blaR1,beta-lactam sensor/signal transducer BlaR1,BETA-LACTAM,Kenya,100.0,97.27
ERR1764940,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,BETA-LACTAM,Kenya,100.0,99.88
ERR1764940,tet(38),tetracycline efflux MFS transporter Tet(38),TETRACYCLINE,Kenya,100.0,98.37
