sample_id,country,sequence_type,quality_flag,original_st_assignment,clone_cluster_99_99ani,cluster_size,derep_representative,derep_status_alphabetical,organism,arc_c_allele,aro_e_allele,glp_f_allele,gmk_allele,pta_allele,tpi_allele,yqi_l_allele
ERR12511838,Tanzania,8,Complete_profile,8,ANI99.99_cluster_02,35,ERR12511686,Excluded_in_sensitivity_only,saureus,arcC(3),aroE(3),glpF(1),gmk(1),pta(4),tpi(4),yqiL(3)
ERR12511840,Tanzania,8,Complete_profile,8,Singleton,1,ERR12511840,Retained,saureus,arcC(3),aroE(3),glpF(1),gmk(1),pta(4),tpi(4),yqiL(3)
ERR12511842,Tanzania,8,Complete_profile,8,Singleton,1,ERR12511842,Retained,saureus,arcC(3),aroE(3),glpF(1),gmk(1),pta(4),tpi(4),yqiL(3)
ERR12511845,Tanzania,8,Complete_profile,8,ANI99.99_cluster_02,35,ERR12511686,Excluded_in_sensitivity_only,saureus,arcC(3),aroE(3),glpF(1),gmk(1),pta(4),tpi(4),yqiL(3)
ERR12916291,Tanzania,8,Complete_profile,8,Singleton,1,ERR12916291,Retained,saureus,arcC(3),aroE(3),glpF(1),gmk(1),pta(4),tpi(4),yqiL(3)
ERR12916292,Tanzania,8,Complete_profile,8,ANI99.99_cluster_02,35,ERR12511686,Excluded_in_sensitivity_only,saureus,arcC(3),aroE(3),glpF(1),gmk(1),pta(4),tpi(4),yqiL(3)
ERR12916295,Tanzania,8,Complete_profile,8,ANI99.99_cluster_02,35,ERR12511686,Excluded_in_sensitivity_only,saureus,arcC(3),aroE(3),glpF(1),gmk(1),pta(4),tpi(4),yqiL(3)
ERR12916298,Tanzania,8,Complete_profile,8,Singleton,1,ERR12916298,Retained,saureus,arcC(3),aroE(3),glpF(1),gmk(1),pta(4),tpi(4),yqiL(3)
ERR12916299,Tanzania,8,Complete_profile,8,Singleton,1,ERR12916299,Retained,saureus,arcC(3),aroE(3),glpF(1),gmk(1),pta(4),tpi(4),yqiL(3)
ERR12511708,Tanzania,80,Complete_profile,80,Singleton,1,ERR12511708,Retained,saureus,arcC(1),aroE(3),glpF(1),gmk(14),pta(11),tpi(51),yqiL(10)
ERR12511687,Tanzania,88,Complete_profile,88,ANI99.99_cluster_05,5,ERR12511687,Retained,saureus,arcC(22),aroE(1),glpF(14),gmk(23),pta(12),tpi(4),yqiL(31)
ERR12511693,Tanzania,88,Complete_profile,88,Singleton,1,ERR12511693,Retained,saureus,arcC(22),aroE(1),glpF(14),gmk(23),pta(12),tpi(4),yqiL(31)
ERR12511815,Tanzania,88,Complete_profile,88,ANI99.99_cluster_05,5,ERR12511687,Excluded_in_sensitivity_only,saureus,arcC(22),aroE(1),glpF(14),gmk(23),pta(12),tpi(4),yqiL(31)
ERR12511820,Tanzania,88,Complete_profile,88,Singleton,1,ERR12511820,Retained,saureus,arcC(22),aroE(1),glpF(14),gmk(23),pta(12),tpi(4),yqiL(31)
ERR12511823,Tanzania,88,Complete_profile,88,ANI99.99_cluster_05,5,ERR12511687,Excluded_in_sensitivity_only,saureus,arcC(22),aroE(1),glpF(14),gmk(23),pta(12),tpi(4),yqiL(31)
ERR12511837,Tanzania,88,Complete_profile,88,ANI99.99_cluster_05,5,ERR12511687,Excluded_in_sensitivity_only,saureus,arcC(22),aroE(1),glpF(14),gmk(23),pta(12),tpi(4),yqiL(31)
ERR12511847,Tanzania,88,Complete_profile,88,ANI99.99_cluster_05,5,ERR12511687,Excluded_in_sensitivity_only,saureus,arcC(22),aroE(1),glpF(14),gmk(23),pta(12),tpi(4),yqiL(31)
ERR12511694,Tanzania,Unknown,No_ST_assigned,-,Singleton,1,ERR12511694,Retained,saureus,arcC(46),aroE(75),glpF(49),gmk(44),pta(13),tpi(68),yqiL(60)
ERR12511713,Tanzania,Unknown,No_ST_assigned,-,Singleton,1,ERR12511713,Retained,saureus,arcC(1),aroE(372),glpF(1),gmk(8),pta(355),tpi(4),yqiL(3)
ERR12511759,Tanzania,Unknown,No_ST_assigned,-,Singleton,1,ERR12511759,Retained,saureus,arcC(12),aroE(4),glpF(880),gmk(4),pta(12),tpi(1),yqiL(3)
ERR12511763,Tanzania,Unknown,No_ST_assigned,-,Singleton,1,ERR12511763,Retained,saureus,arcC(1),aroE(4),glpF(966),gmk(8),pta(4),tpi(4),yqiL(3)
ERR4692239,Uganda,152,Complete_profile,152,Singleton,1,ERR4692239,Retained,saureus,arcC(46),aroE(75),glpF(49),gmk(44),pta(13),tpi(68),yqiL(60)
ERR4692245,Uganda,152,Complete_profile,152,Singleton,1,ERR4692245,Retained,saureus,arcC(46),aroE(75),glpF(49),gmk(44),pta(13),tpi(68),yqiL(60)
ERR4692246,Uganda,152,Complete_profile,152,Singleton,1,ERR4692246,Retained,saureus,arcC(46),aroE(75),glpF(49),gmk(44),pta(13),tpi(68),yqiL(60)
ERR4692262,Uganda,152,Complete_profile,152,Singleton,1,ERR4692262,Retained,saureus,arcC(46),aroE(75),glpF(49),gmk(44),pta(13),tpi(68),yqiL(60)
ERR4692264,Uganda,152,Complete_profile,152,Singleton,1,ERR4692264,Retained,saureus,arcC(46),aroE(75),glpF(49),gmk(44),pta(13),tpi(68),yqiL(60)
ERR4692266,Uganda,152,Complete_profile,152,Singleton,1,ERR4692266,Retained,saureus,arcC(46),aroE(75),glpF(49),gmk(44),pta(13),tpi(68),yqiL(60)
SRR31799955,Uganda,152,Complete_profile,152,Singleton,1,SRR31799955,Retained,saureus,arcC(46),aroE(75),glpF(49),gmk(44),pta(13),tpi(68),yqiL(60)
SRR31799977,Uganda,152,Complete_profile,152,Singleton,1,SRR31799977,Retained,saureus,arcC(46),aroE(75),glpF(49),gmk(44),pta(13),tpi(68),yqiL(60)
SRR31800042,Uganda,152,Complete_profile,152,ANI99.99_cluster_28,2,SRR31800042,Retained,saureus,arcC(46),aroE(75),glpF(49),gmk(44),pta(13),tpi(68),yqiL(60)
SRR31800733,Uganda,152,Complete_profile,152,ANI99.99_cluster_28,2,SRR31800042,Excluded_in_sensitivity_only,saureus,arcC(46),aroE(75),glpF(49),gmk(44),pta(13),tpi(68),yqiL(60)
ERR4692241,Uganda,1633,Complete_profile,1633,Singleton,1,ERR4692241,Retained,saureus,arcC(46),aroE(75),glpF(212),gmk(44),pta(13),tpi(68),yqiL(60)
ERR4692267,Uganda,1633,Complete_profile,1633,Singleton,1,ERR4692267,Retained,saureus,arcC(46),aroE(75),glpF(212),gmk(44),pta(13),tpi(68),yqiL(60)
ERR4692240,Uganda,2178,Complete_profile,2178,Singleton,1,ERR4692240,Retained,saureus,arcC(2),aroE(2),glpF(2),gmk(167),pta(6),tpi(3),yqiL(2)
ERR4692257,Uganda,5,Complete_profile,5,Singleton,1,ERR4692257,Retained,saureus,arcC(1),aroE(4),glpF(1),gmk(4),pta(12),tpi(1),yqiL(10)
ERR4692259,Uganda,7635,Unusual_allele(s):_glpF,7635,Singleton,1,ERR4692259,Retained,saureus,arcC(2),aroE(3),glpF(936),gmk(1),pta(4),tpi(4),yqiL(30)
SRR31799973,Uganda,789,Complete_profile,789,Singleton,1,SRR31799973,Retained,saureus,arcC(3),aroE(4),glpF(1),gmk(4),pta(4),tpi(6),yqiL(3)
ERR4692269,Uganda,8,Complete_profile,8,Singleton,1,ERR4692269,Retained,saureus,arcC(3),aroE(3),glpF(1),gmk(1),pta(4),tpi(4),yqiL(3)
ERR4692260,Uganda,Unknown,No_ST_assigned,-,Singleton,1,ERR4692260,Retained,saureus,arcC(46),aroE(75),glpF(49),gmk(44),pta(13),tpi(68),yqiL(60)
